194,1028,879541148
194,54,879525876
13,215,882140588
301,227,882077222
301,191,882075672
13,56,881515011
222,151,878182109
299,577,889503806
13,344,888073635
194,66,879527264
13,186,890704999
279,1181,875314001
301,604,882075994
222,97,878181739
268,436,875310745
13,498,882139901
181,279,878962955
181,325,878961814
92,587,875660408
13,892,882774224
286,288,875806672
201,960,884112077
181,938,878961586
303,404,879468375
299,305,879737314
222,278,877563913
303,252,879544791
269,246,891457067
299,303,877618584
13,229,882397650
92,168,875653723
303,200,879468459
94,720,891723593
276,922,889174849
276,57,874787526
181,306,878962006
293,249,888905229
276,142,874792945
268,824,876518557
181,741,878962918
234,448,892335501
90,289,891382310
305,71,886323684
119,382,874781742
279,1497,890780576
301,33,882078228
72,699,880036783
90,259,891382392
308,55,887738760
94,744,891721462
62,12,879373613
276,40,874791871
181,1015,878963121
308,81,887737293
269,198,891447062
222,781,881059677
269,22,891448072
13,864,882141924
269,507,891448800
222,812,881059117
279,399,875313859
269,234,891449406
13,901,883670672
276,70,874790826
244,17,880607205
62,1016,879373008
276,417,874792907
222,26,878183043
13,809,882397582
244,381,880604077
7,497,891352134
178,742,882823833
234,1462,892333865
269,705,891448850
130,1246,876252497
42,588,881108147
92,794,875654798
181,762,878963418
92,739,876175582
246,665,884922831
90,1198,891383866
276,188,874792547
222,173,878183043
72,866,880035887
299,134,878192311
1,171,889751711
308,295,887741461
222,49,878183512
181,121,878962623
200,11,884129542
234,626,892336358
244,707,880606243
90,25,891384789
279,586,892864663
286,153,877531406
234,318,892078890
268,147,876514002
94,1220,891722678
7,492,891352010
268,217,875744501
92,515,875640800
234,10,891227851
308,187,887738760
276,64,874787441
201,272,886013700
181,870,878962623
201,1100,884112800
293,423,888906070
276,181,874786488
13,823,882397833
222,796,878183684
181,1060,878962675
13,780,882142057
42,44,881108548
268,21,875742822
234,81,892334680
90,506,891383319
7,661,891351624
62,68,879374969
42,1028,881106072
178,433,882827834
286,99,878141681
90,258,891382121
181,1288,878962349
234,487,892079237
7,648,891351653
87,82,879875774
194,172,879521474
94,62,891722933
181,927,878962675
90,22,891384357
181,696,878962997
286,357,877531537
92,121,875640679
244,550,880602264
181,405,878962919
244,183,880606043
1,265,878542441
299,387,889502756
94,572,891723883
286,746,877533058
62,665,879376483
178,385,882826982
194,23,879522819
268,955,875745160
276,294,874786366
207,845,881681663
305,654,886323937
7,378,891353011
59,92,888204997
10,461,877888944
194,152,879549996
7,200,891353543
59,323,888206809
303,161,879468547
254,378,886474396
90,923,891383912
279,122,875297433
286,298,875807004
222,448,878183565
42,625,881108873
130,1217,875801778
254,357,886472466
244,310,880601905
128,317,879968029
305,512,886323525
286,175,877532470
279,1428,888465209
201,203,884114471
181,930,878963275
213,133,878955973
222,379,878184290
268,583,876513830
72,568,880037203
85,228,882813248
83,281,880307072
92,831,886443708
7,543,891351772
87,401,879876813
1,155,878542201
234,632,892079538
222,53,878184113
7,554,891354639
82,56,878769410
56,91,892683275
82,477,876311344
7,472,891353357
256,761,882164644
279,741,875296891
308,1286,887738151
16,8,877722736
21,164,874951695
279,982,875298314
303,68,879467361
94,216,885870665
1,117,874965739
224,583,888103729
303,397,879543831
239,513,889178887
6,69,883601277
85,642,882995615
13,418,882398763
201,518,884112201
13,858,882397068
222,87,878182589
279,725,875314144
85,433,879828720
239,234,889178762
13,72,882141727
194,77,879527421
59,485,888204466
62,182,879375169
90,12,891383241
130,1248,880396702
130,105,876251160
269,252,891456350
286,73,877532965
7,623,891354217
56,222,892679439
239,9,889180446
94,860,891723706
301,523,882076146
244,172,880605665
275,1091,875154535
244,790,880608037
271,65,885849419
234,241,892335042
293,137,888904653
201,432,884111312
13,181,882140354
207,68,877125350
276,324,874786419
72,234,880037418
83,385,887665549
181,619,878963086
109,402,880581344
207,107,876198301
62,86,879374640
291,418,875086920
293,380,888907527
207,58,875991047
194,187,879520813
109,97,880578711
181,334,878961749
308,59,887737647
297,234,875239018
87,585,879877008
250,204,878091682
291,376,875086534
7,644,891351685
276,419,874792907
83,210,880307751
62,302,879371909
268,298,875742647
207,554,877822854
286,44,877532173
279,168,875296435
276,474,889174904
62,59,879373821
254,219,886475980
83,97,880308690
16,178,877719333
297,233,875239914
90,945,891383866
85,25,879452769
42,98,881106711
303,393,879484981
94,792,885873006
184,98,889908539
293,708,888907527
200,892,884127082
201,148,884140751
7,662,892133739
72,196,880036747
256,472,882152471
128,182,879967225
7,171,891351287
286,85,877533224
308,516,887736743
82,756,878768741
308,436,887739257
59,235,888203658
145,756,885557506
21,324,874950889
207,65,878104594
181,14,878962392
297,25,874954497
276,78,877934828
299,847,877877649
293,325,888904353
301,138,882079446
1,47,875072125
291,1016,874833827
7,451,891353892
6,517,883602212
184,602,889909691
194,212,879524216
95,68,879196231
6,23,883601365
130,569,880396494
21,948,874951054
181,1332,878962278
222,22,878183285
13,147,882397502
44,258,878340824
303,418,879483510
16,89,877717833
125,318,879454309
268,386,875743978
291,15,874833668
234,147,892335372
239,96,889178798
94,155,891723807
82,194,878770027
145,355,888396967
178,199,882826306
10,488,877888613
