194,1028,2.535448229962541
194,54,3.107608333325563
13,215,4.15793715956615
301,227,3.6765551510155356
301,191,4.07784524448338
13,56,4.13065622887224
222,151,4.067351450667932
299,577,2.3911567845818604
13,344,3.8828570576741335
194,66,2.996224725441917
13,186,3.9472959964219405
279,1181,3.02679172767063
301,604,3.7206625760498793
222,97,4.433975824456687
268,436,3.4033295511972907
13,498,4.099993797333268
181,279,1.930598430865835
181,325,2.0739607032267706
92,587,3.5226480538631977
13,892,2.1614752544089333
286,288,3.4483246991424843
201,960,3.339642227148956
181,938,2.114315946836039
303,404,3.7687628819372265
299,305,3.7851689623464426
222,278,3.0375995572252066
303,252,2.8990236283473596
269,246,3.6595534069648554
299,303,3.922725749714252
13,229,3.4180630168422685
92,168,4.339818996060119
303,200,4.338545933718538
94,720,2.7106675458325418
276,922,3.6924584929586888
276,57,3.7447085726987113
181,306,2.4716086337163183
293,249,2.787344615234243
276,142,2.9943337470400335
268,824,2.82387172604656
181,741,2.704180838132101
234,448,3.149594195545
90,289,3.4414042289813875
305,71,3.2142551280826166
119,382,3.916554495850577
279,1497,2.85340673812986
301,33,3.5843369441045896
72,699,3.9126524568908394
90,259,2.991364850468524
308,55,4.081607031135142
94,744,3.74100286137509
62,12,4.340570172719419
276,40,2.8475697271181986
181,1015,1.9058467948516293
308,81,3.923200181557872
269,198,3.524497758250808
222,781,3.1801888773236473
269,22,3.03536136995952
13,864,2.9022353572046713
269,507,3.971085041805628
222,812,2.438055162379875
279,399,2.855492030006334
269,234,3.360760897223493
13,901,2.290825540695233
276,70,4.1029928166799605
244,17,3.3887480993903916
62,1016,3.263708533075415
276,417,3.3389102356177514
222,26,3.3863702169761103
13,809,3.13679183109688
244,381,4.002014630471211
7,497,3.975186694158548
178,742,3.681993863950954
234,1462,3.713152816633573
269,705,3.8531330560474766
130,1246,2.9650171656847606
42,588,4.626090153282492
92,794,3.203681919890643
181,762,2.9135434645856866
92,739,3.1493031779961873
246,665,2.5310012440335132
90,1198,3.539084524198092
276,188,4.490476476391163
222,173,4.478588042307873
72,866,3.4460590775498936
299,134,4.4610254236018925
1,171,4.168473969188921
308,295,3.3078718807883534
222,49,3.6135053120553806
181,121,3.4898242603522927
200,11,4.469800861453785
234,626,2.9628826540431557
244,707,3.6414657192338598
90,25,3.6086614658326304
279,586,2.9838622782184894
286,153,4.078438065236382
234,318,3.803664816603663
268,147,3.0664182695672912
94,1220,2.9695795524452646
7,492,4.048263711431057
268,217,3.477100311039247
92,515,4.287832652334659
234,10,3.745908349305257
308,187,4.244502108615272
276,64,4.788439065125168
201,272,3.988486603693621
181,870,1.9026709132347004
201,1100,2.9650058410910094
293,423,3.9348847300621674
276,181,4.690470956307007
13,823,2.8729801982705188
222,796,3.0065200064000073
181,1060,2.506261621723884
13,780,2.6649041188649543
42,44,3.63232909990378
268,21,2.808467013926124
234,81,3.120801387772831
90,506,4.371612838599355
7,661,4.101101180416448
62,68,3.0154326015460384
42,1028,3.620106298348611
178,433,3.727656655758184
286,99,3.9116946661627825
90,258,3.847432605853156
181,1288,1.405924080599601
234,487,3.7540788897732686
7,648,4.430303951176045
87,82,4.547261252647126
194,172,3.903439580040748
94,62,2.6299162731469536
181,927,1.508721915870943
90,22,3.9171496574765228
181,696,2.8011381946422995
286,357,4.296997153029912
92,121,3.387573956687536
244,550,3.0200124203474252
181,405,3.1629942097962718
244,183,3.991847623961287
1,265,4.201225728361618
299,387,3.652075600196732
94,572,2.6232507051269063
286,746,4.154529083698687
62,665,2.485820888825191
178,385,4.130864386727079
194,23,3.628953482760977
268,955,3.2945738548694212
276,294,3.92364728572913
207,845,3.35988850916145
305,654,3.909749903002443
7,378,4.027257571957549
59,92,4.3403646883553
10,461,4.164476323070534
194,152,3.5178475921850105
7,200,4.378037175655667
59,323,2.905931167915656
303,161,3.7401393559323926
254,378,4.1963898754411515
90,923,4.429141676115603
279,122,2.8094263619971738
286,298,3.5000880332656057
222,448,3.5350096673004114
42,625,4.349606593020309
130,1217,3.2194872924193496
254,357,4.31177626060232
244,310,3.611185965660389
128,317,4.195723491454004
305,512,4.158773707143484
286,175,3.809616640802228
279,1428,3.6796831573521582
201,203,3.6115033338427818
181,930,2.3463821234948488
213,133,4.305340617521529
222,379,2.8395496591679676
268,583,3.057689511758456
72,568,3.7945442043979156
85,228,3.362716429749603
83,281,3.713503442889463
92,831,2.442814557720196
7,543,3.8771601191087566
87,401,3.169485192430885
1,155,3.040915797229791
234,632,3.757533263802944
222,53,3.1973025139624465
7,554,3.1859062173964667
82,56,4.164060495294525
56,91,3.6145600442668306
82,477,3.4110517887914735
7,472,3.4061556291795174
256,761,3.9168040221363025
279,741,3.5185515870654775
308,1286,3.707418230913988
16,8,4.518250914666319
21,164,3.435964089101113
279,982,3.436657474118505
303,68,3.644652949495668
94,216,3.797512736130563
1,117,3.8625874016989097
224,583,2.5974538124265356
303,397,2.6125333098149675
239,513,4.5132017678020135
6,69,3.7544535382455337
85,642,3.6624478634366118
13,418,4.016483374406117
201,518,3.732816679258156
13,858,1.2133211693478538
222,87,4.198395959585776
279,725,3.0953855397408057
85,433,3.497446377333615
239,234,3.8881238583218742
13,72,2.760586375514626
194,77,3.408722821661695
59,485,3.6879512635340195
62,182,4.089055224227149
90,12,3.8836442842423002
130,1248,3.3210279433441694
130,105,3.3531096106586906
269,252,2.221157621399904
286,73,3.713230741910972
7,623,2.9238241073184343
56,222,4.350259007862033
239,9,3.761513318147878
94,860,2.8857809095943123
301,523,3.9390107262480885
244,172,4.27534708527186
275,1091,2.880108075946335
244,790,3.2721876397059857
271,65,3.7843634150109082
234,241,3.1940935783380353
293,137,4.066176698180315
201,432,3.7503520083695125
13,181,3.7935806532315204
207,68,2.950069421148058
276,324,3.458974957005776
72,234,3.962974642332718
83,385,4.368977457576521
181,619,2.7828013773278935
109,402,3.6988435923893617
207,107,3.227927338021152
62,86,3.8653173896285264
291,418,3.7850981460947613
293,380,2.9306226934198265
207,58,3.964912283488653
194,187,3.854987934394886
109,97,4.0365734306588035
181,334,2.432889582765896
308,59,3.841931584017048
297,234,4.041923297749088
87,585,3.1991210973587623
250,204,3.7606218678524996
291,376,2.889571171004304
7,644,4.245409218074011
276,419,4.0014134118211055
83,210,4.190173372174098
62,302,3.964189809521458
268,298,3.6957800131856624
207,554,2.9615338241834896
286,44,3.5483205550101267
279,168,4.195216489173652
